processed_text,label
however corticosteroids help covid patients mild moderate disease harmful therefore recommends use corticosteroids patients severely critically illUSER URL,real
testing numbers begun rise california texas seems begun solving test issues reporting k tests today alone florida testing remains far peak numbers july URL,real
covid self testing holidng breath put mustard oil nose kill coronavirus,fake
USER confirmed new cases covid nigeria new cases federal capital territory lagos cases travel history outside nigeria last one week th case close contact confirmed case URL,real
madagascar cases coronavirus,fake
covid wins virustainted santa anita derby URL,fake
coronavirus latest time turn URL,fake
coronavirus uk records deaths people covid new daily cases URL,real
worlds children better chance surviving age ever progress could lost covid disrupts health checks immunizations children surveyed countries calling swift action save childrens lives URL,real
eleven new cases covid reported lagos state pm th april confirmed cases covid reported nigeria discharged deaths takeresponsibility URL,real
schools could forced close partially fully lack coronavirus tests staff symptoms headteacher warned URL,real
part precautionary approach extensive work underway contact everyone left managed isolation facility june confirm test refer testing,real
average number cases nationwide flattened past week breaking downward trend seen beginning august URL,real
quotes president donald trump saying everybody says ive done tremendous job covid think little gratitude would nice maybe big thank mr president called,fake
corona time baba ramdevs yoga hour every day took ashwagandha capsules deep breathing amp sleeping cheat saved corona,fake
last one week weve trained lab scientists kano carry covid diagnosis aminu kano teaching hospital amp bayero university kano continue support kano state government amp USER quick detection new cases amp response activities URL,real
rt USER indiafightscorona india leapfrogged covid tests crore tests conducted india crossed,real
indiafightscorona USER urges statesuts ensure restriction imposed movement medical oxygen states statesuts made responsible ensure every hospitalized covid patient receives oxygen details URL staysafe URL,real
facebook post claims covid fraud mass media used photo portuguese boy multiple stories children died covid,fake
italy burying corona victims mass graves,fake
latest cdc covidview data show covidassociated hospitalization rates highest among american indianalaska natives blacks hispanicslatinos existing disparities make groups vulnerable covid outbreaks URL URL,real
